"label","id","Degree","Betweenness","Pagerank","Cluster","Strain","Diameter","Count","N","Essential","Var","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description","Essential.Count","Essential.Call","TIGR4.new","TAIWAN.19F.old","TAIWAN.19F.new","D39.old","D39.new"
"SP_0185",19,3,2,0,2410,"TIGR4",0,372,371,TRUE,0.616867362432429,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Magnesium and cobalt transport protein CorA",6,"Evolvable.Essential","SP_RS00915","SPT_0221","SPT_RS01120","SPD_0175","SPD_RS00950"
"SP_1551",20,2,0,0,3523,"TIGR4",0.00186561103519041,372,371,TRUE,1.21199864476701,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","Cation transporter E1-E2 family ATPase",13,"Evolvable.Essential","SP_RS07650","SPT_1493","SPT_RS07420","SPD_1383","SPD_RS07280"
"SP_1825",27,4,0,0,3181,"TIGR4",0.444907146968275,1012,371,FALSE,1.00679974149475,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09055","SPT_1745","SPT_RS08695","SPD_1608","SPD_RS08505"
"SP_2043",28,4,0,0,2296,"TIGR4",0.00217358490566037,331,331,FALSE,0.809124563876786,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Mobile element/pseudogene",NA,NA,1,"","",0,"Nonessential","n.p","SPT_2038","n.p","SPD_1852","n.p"
"SP_1824",29,4,0,0,144,"TIGR4",0,1,371,FALSE,1.10823777093367,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09050","SPT_1744","SPT_RS08690","SPD_1607","SPD_RS08500"
"SP_1826",30,4,0,0,666,"TIGR4",0.0984166326874076,421,371,FALSE,1.56378640363111,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","",0,"Nonessential","SP_RS09060","SPT_1746","SPT_RS08700","SPD_1609","SPD_RS08510"
"SP_0629",31,9,151.998638970599,0.000632733870246679,3232,"TIGR4",0.545623171737296,750,371,FALSE,0.522648847133764,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ldcB","D-alanyl-D-alanine carboxypeptidase",0,"Nonessential","SP_RS03085","SPT_0654","SPT_RS03255","SPD_0549","SPD_RS02935"
"SP_0369",32,11,593.418358527919,0.000647087707671222,2696,"TIGR4",0.0053972565379594,372,371,FALSE,0.773541734636349,"Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","penicillin-binding protein 1A",0,"Nonessential","SP_RS01800","SPT_0412","SPT_RS02080","SPD_0336","SPD_RS01790"
"SP_0872",33,9,151.998638970599,0.00063273387024668,2866,"TIGR4",0.00345266470917086,372,371,FALSE,0.362913632279804,"Membrane","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Amino acid metabolism",NA,2,"dacA","D-alanyl-D-alanine carboxypeptidase",1,"Evolvable.Essential","SP_RS04300","SPT_1329","SPT_RS06600","SPD_0767","SPD_RS04075"
"SP_2010",34,11,593.418358527919,0.000647087707671204,3425,"TIGR4",0.00324885623569338,372,371,FALSE,0.388366129443492,"Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"pbp2A","penicillin-binding protein 2A",0,"Nonessential","SP_RS10175","SPT_2006","SPT_RS09935","SPD_1821","SPD_RS09620"
"SP_0336",35,9,151.998638970599,0.000632733870246674,3690,"TIGR4",0.00985964452498093,372,371,TRUE,0.357397390049694,"Cell Wall","METABOLISM","CELLULAR PROCESSES",NA,"Cell wall metabolism","Cell division",NA,2,"","Penicillin-binding protein 2x",15,"Essential","SP_RS01640","SPT_0386","SPT_RS01945","SPD_0306","SPD_RS01630"
"SP_1673",36,9,151.998638970599,0.000632733870246681,2637,"TIGR4",0.00470058005987992,372,371,TRUE,0.343462549129708,"Cell Wall","METABOLISM","CELLULAR PROCESSES",NA,"Cell wall metabolism","Cell division",NA,2,"FtsI/PenA","Penicillin-binding protein 2B",15,"Essential","SP_RS08265","SPT_1612","SPT_RS08015","SPD_1486","SPD_RS07840"
"SP_2099",37,11,593.418358527919,0.000647087707671215,2068,"TIGR4",0.00462226767728027,372,371,FALSE,0.385472400704397,"Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"pbp1B","Penicillin-binding protein 1B",0,"Nonessential","SP_RS10690","SPT_2108","SPT_RS10440","SPD_1925","SPD_RS10130"
"SP_2171",38,2,0,0,2875,"TIGR4",0.00637616069024708,372,371,FALSE,1.43883987930554,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcC","ABC zinc transporter, premease component",5,"Evolvable.Essential","SP_RS11075","SPT_2184","SPT_RS10815","SPD_1999","SPD_RS10500"
"SP_2169",39,2,0,0,18,"TIGR4",0.0036792368997539,376,371,FALSE,1.66159192836433,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcA","ABC zinc transporter, ATP-binding component",0,"Nonessential","SP_RS11065","SPT_2182","SPT_RS10805","SPD_1997","SPD_RS10490"
"SP_2170",40,2,0,0,1876,"TIGR4",0.00111340206185567,372,371,FALSE,1.62027229016891,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"AdcB","ABC zinc transporter, zinc-binding component",2,"Evolvable.Essential","SP_RS11070","SPT_2183","SPT_RS10810","SPD_1998","SPD_RS10495"
"SP_0179",41,14,0,1.3074781562816e-10,1609,"TIGR4",0.00449976314333147,372,371,TRUE,0.866223064208626,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"ruvA","Holliday junction DNA helicase RuvA",13,"Evolvable.Essential","SP_RS00890","SPT_0216","SPT_RS01095","SPD_0170","SPD_RS00925"
"SP_1697",42,14,0,1.30747813602287e-10,1102,"TIGR4",0.00823858838485624,372,371,FALSE,0.526503890849279,"Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Replication","DNA repair and editing",NA,2,"RecG","ATP-dependent DNA helicase",15,"Essential","SP_RS08390","SPT_1635","SPT_RS08130","SPD_1507","SPD_RS07950"
"SP_2084",43,8,0,0,3398,"TIGR4",0.00103849795696524,372,371,FALSE,1.02008077373812,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstS","",0,"Nonessential","SP_RS10610","SPT_2094","SPT_RS10370","SPD_1910","SPD_RS10060"
"SP_1400",44,8,0,0,2258,"TIGR4",0.00102943523329399,372,371,FALSE,0.374712546113762,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstS","Phosphate ABC transporter, periplasmic phosphate-binding protein",0,"Nonessential","SP_RS06865","SPT_0874","SPT_RS04335","SPD_1232","SPD_RS06500"
"SP_1397",45,8,0,0,2784,"TIGR4",0.299070750261091,1116,371,FALSE,0.446600054959082,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstB2","Phosphate ABC transporter, ATP-binding component II",0,"Nonessential","SP_RS06850","SPT_0877","SPT_RS04350","SPD_1229","SPD_RS06485"
"SP_1396",46,8,0,0,2784,"TIGR4",0.299070750261091,1116,371,FALSE,0.46137915235988,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstB1","Phosphate ABC transporter, ATP-binding component I",0,"Nonessential","SP_RS06845","SPT_0878","SPT_RS04355","SPD_1228","SPD_RS06480"
"SP_2087",47,8,0,0,2784,"TIGR4",0.299070750261091,1116,371,FALSE,0.910460251453093,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstB","",0,"Nonessential","SP_RS10625","SPT_2097","SPT_RS10385","SPD_1913","SPD_RS10075"
"SP_1398",48,8,0,0,1517,"TIGR4",0.000560162786159848,372,371,FALSE,0.400286739944981,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"PstA","Phosphate ABC transporter, permease component ",0,"Nonessential","SP_RS06855","SPT_0876","SPT_RS04345","SPD_1230","SPD_RS06490"
"SP_2085",49,8,0,0,2519,"TIGR4",0.00425210107689737,372,371,FALSE,0.655345210506776,"Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"pstC","",0,"Nonessential","SP_RS10615","SPT_2095","SPT_RS10375","SPD_1911","SPD_RS10065"
"SP_0403",50,15,0,9.18712357708428e-10,3789,"TIGR4",0.0175427331647179,372,371,FALSE,0.518102724033865,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","ribonuclease HIII",9,"Evolvable.Essential","SP_RS02000","SPT_0441","SPT_RS02225","SPD_0368","SPD_RS01975"
"SP_1540",51,30,1021.92724387885,9.50865744054615e-10,1125,"TIGR4",0.138205444158207,466,371,TRUE,0.504490967212106,"Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Replication","DNA repair and editing",NA,2,"Ssb","Single-stranded DNA-binding protein;",14,"Evolvable.Essential","SP_RS07585","SPT_1478","SPT_RS07345","SPD_1369","SPD_RS07205"
"SP_2203",52,22,212.999914019166,9.44127180341321e-10,3365,"TIGR4",0.000333004942137018,372,371,TRUE,0.59517035087622,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaC","replicative DNA helicase",15,"Essential","SP_RS11250","SPT_2221","SPT_RS10985","SPD_2030","SPD_RS10655"
"SP_0002",53,29,534.871542924752,9.68230712313994e-10,1216,"TIGR4",0.00104079556947007,372,371,TRUE,0.34307768156431,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaN","DNA polymerase III beta sliding clamp subunit",15,"Essential","SP_RS00010","SPT_0002","SPT_RS00040","SPD_0002","SPD_RS00010"
"SP_0993",54,29,534.871542924752,9.68230704395395e-10,1148,"TIGR4",0.0049761452069667,372,371,FALSE,0.31587979727822,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","DNA polymerase III epsilon subunit",0,"Nonessential","SP_RS04925","SPT_1211","SPT_RS06000","SPD_0879","SPD_RS04690"
"SP_0895",55,29,534.871542924752,9.68230691357925e-10,2008,"TIGR4",0.0141832342375771,372,371,TRUE,0.3907874815601,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"dnaE","DNA polymerase III DnaE",15,"Essential","SP_RS04415","SPT_1304","SPT_RS06480","SPD_0788","SPD_RS04175"
"SP_1117",56,19,13037.4869474441,5.78474601966019e-08,3484,"TIGR4",0.00499055689330676,372,371,FALSE,0.345338336748184,"Intracellular","GENETIC INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Replication","DNA repair and editing",NA,2,"ligA","NAD-dependent DNA ligase (EC 6.5.1.2)",15,"Essential","SP_RS05530","SPT_1163","SPT_RS05755","SPD_1001","SPD_RS05335"
"SP_1908",57,30,1021.92724387885,9.50865793032206e-10,3703,"TIGR4",0.00390857358564258,372,371,FALSE,1.16357521755904,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"ssbB","Single-stranded DNA-binding protein",0,"Nonessential","SP_RS09595","SPT_1857","SPT_RS09235","SPD_1711","SPD_RS09040"
"SP_0032",58,30,2438.99190670142,9.50887426297823e-10,1257,"TIGR4",0.00480075998749887,372,371,TRUE,0.294056295931483,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"polA","DNA polymerase I",15,"Essential","SP_RS00195","SPT_0070","SPT_RS00355","SPD_0038","SPD_RS00200"
"SP_0274",59,29,534.871542924752,9.6823068436726e-10,2926,"TIGR4",0.00389965579227013,372,371,TRUE,0.489675036005049,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"polC","DNA polymerase III PolC",15,"Essential","SP_RS01335","SPT_0319","SPT_RS01610","SPD_0254","SPD_RS01360"
"SP_1072",60,15,0,9.18712372111484e-10,1583,"TIGR4",0.00907723908401937,372,371,TRUE,0.721535864760523,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"dnaG","DNA primase",15,"Essential","SP_RS05300","SPT_1115","SPT_RS05515","SPD_0957","SPD_RS05100"
"SP_0865",61,29,534.871542924752,9.68230707486661e-10,2019,"TIGR4",0.00416493969227464,372,371,FALSE,0.367419726310682,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"dnaX","DNA polymerase III subunits gamma and tau",15,"Essential","SP_RS04260","SPT_1336","SPT_RS06640","SPD_0760","SPD_RS04035"
"SP_1156",62,15,0,9.18712355761845e-10,740,"TIGR4",0.0100952688441231,374,371,FALSE,0.304970182901314,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"rnhB"," ribonuclease HII",0,"Nonessential","SP_RS05705","SPT_1183","SPT_RS05860","SPD_1020","SPD_RS05435"
"SP_0936",63,29,534.871542924752,9.68230711282879e-10,483,"TIGR4",0.00584868045656802,372,371,FALSE,0.487892139734052,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"holB","DNA polymerase III delta prime subunit",15,"Essential","SP_RS04625","SPT_1264","SPT_RS06270","SPD_0826","SPD_RS04395"
"SP_0765",64,29,534.871542924752,9.6823069594081e-10,344,"TIGR4",0.00521758820432456,372,371,TRUE,0.374238804665535,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"holA","DNA polymerase III subunit delta",15,"Essential","SP_RS03735","SPT_0778","SPT_RS03870","SPD_0666","SPD_RS03545"
"SP_2127",65,28,556.32542181,0.0141642975258531,252,"TIGR4",0.00945873446172433,372,371,FALSE,0.639923293799523,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"tktA2","Transketolase, C-terminal subunit",0,"Nonessential","SP_RS10855","SPT_2139","SPT_RS10595","SPD_1957","SPD_RS10290"
"SP_2128",66,28,556.32542181,0.0141642975258531,1770,"TIGR4",0.00684242146494465,372,371,FALSE,0.919518496750724,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"tktA1","Transketolase, N-terminal subunit",0,"Nonessential","SP_RS10860","SPT_2140","SPT_RS10600","SPD_1958","SPD_RS10295"
"SP_2030",67,28,556.32542181,0.0141642975258531,2871,"TIGR4",0.0803449956356689,544,371,FALSE,0.571876195712848,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"recP","transketolase",0,"Nonessential","SP_RS10265","SPT_1555","SPT_RS07720","SPD_1839","SPD_RS09710"
"SP_1615",68,28,556.32542181,0.0141642975258531,2871,"TIGR4",0.0803449956356689,544,371,FALSE,0.846378444617139,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"RecP1","Transketolase",0,"Nonessential","SP_RS07965","SPT_2025","SPT_RS10030","SPD_1839","SPD_RS09710"
"SP_0303",69,38,1063.23141893766,0.175054742488786,1704,"TIGR4",0.250854132035305,631,370,FALSE,10.0469999859842,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"celA","6-phospho-beta-glucosidase",0,"Nonessential","SP_RS01480","SPT_0354","SPT_RS01795","SPD_0277","SPD_RS01485"
"SP_0578",70,38,1063.23141893766,0.175054742488786,1704,"TIGR4",0.250854132035305,631,370,FALSE,1.44430610619332,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"bglA-2","Beta-glucosidase/6-phospho-beta-glucosidase/beta- galactosidase",0,"Nonessential","SP_RS02860","SPT_0608","SPT_RS03030","SPD_0503","SPD_RS02705"
"SP_0477",71,8,149.236953645712,0.0431700044987107,141,"TIGR4",0.232782675059121,567,371,FALSE,1.76891745827961,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","PTS system lactose-specific transporter subunit IIA",0,"Nonessential","SP_RS02355","SPT_0518","SPT_RS02580","SPD_0427","SPD_RS02275"
"SP_1184",72,8,149.236953645712,0.0431700044987107,141,"TIGR4",0.232782675059121,567,371,FALSE,0.889153493724579,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","6-phospho-beta-galactosidase 2 (EC 3.2.1.85)",0,"Nonessential","SP_RS05825","SPT_1040","SPT_RS05140","SPD_1046","SPD_RS05555"
"SP_0446",73,114,1623.97804519907,0.995018152877186,2811,"TIGR4",0.000205098615772976,372,371,FALSE,1.98782223896484,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvH","acetolactate synthase 3 regulatory subunit (EC 2.2.1.6)",0,"Nonessential","SP_RS02195","SPT_0482","SPT_RS02415","SPD_0405","SPD_RS02155"
"SP_1163",74,58,1019.89367856148,0.497900765789936,2371,"TIGR4",0.00351950517485728,370,370,FALSE,4.3247012615746,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase, E1 component subunit beta",0,"Nonessential","SP_RS05735","SPT_1189","SPT_RS05890","SPD_1027","SPD_RS05465"
"SP_1164",75,58,1019.89367856148,0.497900765789935,1815,"TIGR4",0.00172319575311838,370,370,FALSE,0.692515247327479,"Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"","acetoin dehydrogenase, E1 component subunit alpha",0,"Nonessential","SP_RS05740","SPT_1190","SPT_RS05895","SPD_1028","SPD_RS05470"
"SP_0445",76,114,1623.97804519907,0.995018152877186,3472,"TIGR4",0.000283490354099063,372,371,FALSE,2.42248967808808,"Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"ilvB","acetolactate synthase catalytic subunit (EC 2.2.1.6)",0,"Nonessential","SP_RS02190","SPT_0481","SPT_RS02410","SPD_0404","SPD_RS02150"
"SP_1273",77,5,522.303085163565,2.08177446443975e-05,2310,"TIGR4",0.271185996133097,744,371,TRUE,0.638929171074923,"Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"LicD1","Lipopolysaccharide cholinephosphotransferase",12,"Evolvable.Essential","SP_RS06240","SPT_0954","SPT_RS04725","SPD_1129","SPD_RS05970"
"SP_1274",78,5,522.303085163565,2.08177446443999e-05,2310,"TIGR4",0.271185996133097,744,371,FALSE,0.334594668826192,"Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"LicD2","Lipopolysaccharide cholinephosphotransferase LicD2 ",12,"Evolvable.Essential","SP_RS06245","SPT_0953","SPT_RS04720","SPD_1130","SPD_RS05975"
"SP_0556",79,15,864.733120936847,0.000185706302647326,1420,"TIGR4",0.00185989939134677,372,371,TRUE,0.399562543577388,"Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"infB","translation initiation factor IF-2",15,"Essential","SP_RS02730","SPT_0586","SPT_RS02920","SPD_0482","SPD_RS02570"
"SP_2055",80,11,789.176971027901,0.00100321050624582,2215,"TIGR4",0.00341754630085105,372,371,FALSE,3.13807124736318,"Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","zinc-containing alcohol dehydrogenase",0,"Nonessential","SP_RS10390","SPT_2050","SPT_RS10150","SPD_1865","SPD_RS09835"
"SP_2026",81,11,789.176971027901,0.00100321050624581,3443,"TIGR4",0.00122286333869479,372,371,FALSE,2.0882336356026,"Intracellular","METABOLISM",NA,NA,"Energy metabolism",NA,NA,1,"","acetaldehyde-CoA/alcohol dehydrogenase",0,"Nonessential","SP_RS10245","SPT_2021","SPT_RS10010","SPD_1834","SPD_RS09690"
"SP_0285",82,11,789.176971027901,0.00100321050624582,3630,"TIGR4",0.00453630211983442,372,371,FALSE,1.68133113316132,"Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","alcohol dehydrogenase",0,"Nonessential","SP_RS01400","SPT_0330","SPT_RS01675","SPD_0265","SPD_RS01420"
