"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC10min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC10min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC10min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX10min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX10min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX10min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"11","SP_2231",12,2344.16693292431,0.28934146409582,0.0716077168697327,4.04064640996981,5.33040750033508e-05,0.0099615311756385,1801.47515145537,2119.47140963052,2242.05634802468,2511.78451425114,2857.22110024335,2532.99307394077,"SPD_2058","SP_RS11390","SPT_RS11125","SPT_2249","SPD_RS10795","putative ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","H+-transporting ATP synthase subunit c"
"12","SP_1667",13,10539.771619784,-0.203858621888635,0.0510948362383089,-3.98980869491055,6.61266074524483e-05,0.0112669565774748,11432.3720301852,11547.5021528265,11080.2204615678,9642.52004947876,9582.08058072521,9953.93444392059,"SPD_1480","SP_RS08235","SPT_RS07985","SPT_1606","SPD_RS07810","cell division protein FtsA","CELL DIVISION","Intracellular","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"FtsA","Cell division ATPase"
"13","SP_1010",15,2221.90817578495,0.267001369405402,0.0704361106513175,3.79068870976066,0.000150230141810516,0.0221839842740195,1956.06002782667,2069.80473370439,1884.8880676834,2241.53872072741,2785.35766044935,2393.79984431846,"SPD_0896","SP_RS05010","SPT_RS05260","SPT_1063","SPD_RS04780","large conductance mechanosensitive channel protein MscL","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"MscL","large conductance mechanosensitive channel protein MscL"
"14","SP_0266",16,38626.6470217422,0.198487762019541,0.0534764822505597,3.71168322346902,0.000205885553450825,0.0285022813058486,36502.7572874956,35534.3472044575,35017.4985440481,40913.7117739736,39772.5177153875,44019.0496050908,"SPD_0248","SP_RS01305","SPT_RS01580","SPT_0313","SPD_RS01330","glucosamine--fructose-6-phosphate aminotransferase, isomerizing","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","glucosamine--fructose-6-phosphate aminotransferase"
"15","SP_1501",17,1063.46195183007,-0.259710923064695,0.0725623886441795,-3.57913966060607,0.000344727215309744,0.0449159283477108,1199.54409653476,1153.13064976332,1200.56564820599,1047.95313266425,879.67776904462,899.900414767455,"SPD_1329","SP_RS07390","SPT_RS07145","SPT_1438","SPD_RS07000","amino acid ABC transporter, ATP-binding protein","TRANSPORT","Membrane","METABOLISM","ENVIRONMENTAL INFORMATION PROCESSING",NA,"Amino acid metabolism","Membrane transport",NA,2,"","Amino acid ABC transporter, amino acid-binding component"
"16","SP_0475",18,317.716140969487,0.313308920902832,0.0897290877875213,3.49172078562471,0.000479919644907443,0.0569548565202189,194.310598790728,245.094248592016,325.153196389121,361.078407458099,354.988076090841,425.672318496116,"SPD_0425","SP_RS02345","SPT_RS02570","SPT_0516","SPD_RS02265","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"17","SP_0626",19,9765.644096054,0.231188239323968,0.0663008774838625,3.48695595137845,0.00048855181665199,0.0569548565202189,9292.36463550328,8195.00152781236,9026.25273176201,10955.4641963482,11628.8898779904,9495.89160690766,"SPD_0546","SP_RS03070","SPT_RS03240","SPT_0651","SPD_RS02920","branched-chain amino acid transport system II carrier protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"brnQ","Branched-chain amino acid transport system carrier protein"
"18","SP_0670",20,2407.14603957894,0.266738285735653,0.0772362916037539,3.45353563974955,0.000553289188596157,0.0583588358447852,1838.61006589094,2089.23951993635,2412.13648152053,2358.64523125436,2751.59050199193,2992.65443687954,"SPD_0582","SP_RS03290","SPT_RS03455","SPT_0694","SPD_RS03120","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein"
"19","SP_2227",21,2888.15935059717,0.241423422781713,0.0697995371515217,3.45881122761069,0.000542565026526057,0.0583588358447852,2320.50035089194,2566.47149296574,2892.36274080292,2971.95304600128,3356.80188049802,3220.86659242308,"SPD_2054","SP_RS11370","SPT_RS11105","SPT_2245","SPD_RS10775","DNA replication and repair protein RecF","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recF","Recombinational DNA repair ATPase RecF"
"20","SP_2000",23,2311.09936046123,-0.244444826409008,0.0730782343517346,-3.344974445229,0.000822901520575872,0.0792489942641547,2660.75979944104,2599.94251369857,2406.1336532795,2213.01277585546,1751.56311690676,2235.18430358607,"SPD_1798","SP_RS10055","SPT_RS09810","SPT_1981","SPD_RS09500","DNA-binding response regulator","REGULATOR","Intracellular","ENVIRONMENTAL INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING",NA,"Signal transduction","Transcription",NA,2,"",""
"21","SP_0945",24,7485.61775269298,0.229938669131857,0.0693975449188781,3.31335451997102,0.000921840503317662,0.0850781964520259,6010.6745225932,6922.02302961858,7341.45893877961,7355.94036316406,8451.3136846895,8832.29597731295,"SPD_0835","SP_RS04675","SPT_RS06245","SPT_1259","SPD_RS04445","ribosome recycling factor","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"frr","ribosome recycling factor"
"22","SP_1293",25,31195.7214378433,0.211434115191109,0.0649689284239817,3.25438821787714,0.00113636871477471,0.0982095510546067,26946.1302376369,31323.4768541982,27238.8336150468,31434.8405661287,37026.9879854263,33204.0593686229,"SPD_1148","SP_RS06345","SPT_RS04625","SPT_0933","SPD_RS06070","ribosomal protein L19","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"RplS","50S ribosomal protein L19"
"23","SP_2233",27,196.725413911998,0.289668823330639,0.0894160611271083,3.23956143537641,0.00119713673971755,0.0982095510546067,148.539657742246,156.558000201949,181.085318604403,219.950048617927,247.625828687757,226.593629617704,"SPD_2059","SP_RS11405","n.p","SPT_2251","n.p","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"24","SP_1873",28,961.313693048191,-0.229131689563944,0.0717764748124992,-3.19229511009703,0.00141147042800776,0.111657392787043,1097.63898250229,1104.5436841834,966.455346805819,886.556339309803,846.77643516303,865.911370324799,"SPD_1653","SP_RS09290","SPT_RS08915","SPT_1790","SPD_RS08745","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"25","SP_0189",30,7078.43593712547,0.205804612085845,0.0670875100540735,3.06770383816545,0.00215710286835702,0.154241108697232,6675.64857178814,6470.70410489848,6265.95221226174,6781.66805192613,7654.75507492469,8621.88760695365,"SPD_0178","SP_RS00930","SPT_RS01210","SPT_0240","SPD_RS00965","transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"spxA"," transcriptional regulator Spx"
"26","SP_2235",31,395.502647950002,0.257390665278772,0.0839093333674449,3.06748552216045,0.00215867917364072,0.154241108697232,343.713859194266,370.340648753576,319.150368148091,416.628931682422,492.65418364802,430.527896273639,"SPD_2063","SP_RS11425","SPT_RS11155","SPT_2255","SPD_RS10830","response regulator ComE","REGULATOR","Intracellular","CELLULAR PROCESSES","ENVIRONMENTAL INFORMATION PROCESSING","GENETIC INFORMATION PROCESSING","Cellular community","Signal transduction","Transcription",3,"comE","Response regulator of the competence regulon ComE"
"27","SP_1900",32,4487.45599072192,0.186774082910117,0.0611100118775946,3.0563581510053,0.00224043461849121,0.155080083748689,4310.240882509,4231.3848468375,3919.84684139255,4624.95648305478,5167.24106856131,4671.06582197639,"SPD_1680","SP_RS09440","SPT_RS09075","SPT_1823","SPD_RS08885","BirA bifunctional protein","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"birA","biotin--protein ligase"
"28","SP_0013",33,17259.5898665695,0.182263373570951,0.0599466508159744,3.04042629721662,0.00236243504481782,0.158569503765802,15431.715954629,16151.38706911,16450.7507945425,16789.7706054217,19216.1106360003,19517.8041397136,"SPD_0013","SP_RS00065","SPT_RS00245","SPT_0047","SPD_RS00065","cell division protein FtsH","PROTEIN TURNOVER","Cell Wall","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"FtsH","cell division protein FtsH"
"29","SP_1037",35,185.330134142959,0.269006487997542,0.0898646495023981,2.99346282979007,0.00275831105157535,0.174574410391638,137.312823145448,151.159448470847,171.080604869353,192.174786505766,232.040986322793,228.212155543545,"n.p.","SP_RS05140","n.p","n.p.","n.p","putative type II restriction endonuclease","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,""," type II restriction endonuclease"
"30","SP_1522",36,1743.96027034912,0.197417845913119,0.0661823440774931,2.98293825437736,0.00285495584367143,0.175659088714784,1618.39138726144,1689.74669183483,1493.70376064295,1804.64135453071,1863.254487189,1994.0239406358,"SPD_1350","SP_RS07495","SPT_RS07250","SPT_1460","SPD_RS07100","conserved domain protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","Hypothetical Protein"
"31","SP_1984",37,1400.31354380571,-0.210242776996009,0.0708631370838974,-2.96688497923955,0.0030083347757887,0.180093554820864,1616.66418193886,1351.79735346786,1610.75891134303,1304.6866365118,1281.42037223035,1236.55380734233,"SPD_1781","SP_RS09970","SPT_RS09730","SPT_1963","SPD_RS09415","ribosome small subunit-dependent GTPase A","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rsgA","Small ribosomal subunit biogenesis GTPase RsgA"
"32","SP_0861",38,410.023534285479,-0.257423019070883,0.0880540869907781,-2.92346474613771,0.00346159421477897,0.201774504887774,436.982946613816,497.746469607575,475.22390241487,414.376883403058,268.405618507709,367.405385165849,"SPD_0754","SP_RS04220","SPT_RS06675","SPT_1343","SPD_RS03995","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","hypothetical protein"
"33","SP_0571",39,690.005568296009,0.237813436929285,0.0820481887663793,2.89846053282693,0.00374999502201878,0.212980486506964,544.069676614039,565.768221419456,723.340803044107,804.731918492895,794.826960613151,707.295829592406,"SPD_0496","SP_RS02805","SPT_RS03000","SPT_0602","SPD_RS02645","cell filamentation protein Fic-related protein","CELL DIVISION","Intracellular","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"","cell filamentation protein Fic-like protein"
"34","SP_0776",40,8558.29946142905,0.204258889616524,0.071056977075724,2.87457893682768,0.00404566626797388,0.224028769589054,7534.9332197738,7560.1318442348,8335.92748404357,8181.69139893103,10752.6754072491,8984.43741434198,"SPD_0675","SP_RS03785","SPT_RS03920","SPT_0788","SPD_RS03590","KH domain protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"ylqC","KH domain RNA binding protein YlqC"
"35","SP_0563",41,371.049007415821,-0.243066897759507,0.0864088858806559,-2.81298497581857,0.00490839444597681,0.231798132586129,450.80058919449,448.07979368144,357.168280341281,333.303145345938,285.722110024335,351.220125907442,"SPD_0489","SP_RS02765","SPT_RS02960","SPT_0594","SPD_RS02610","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"36","SP_0570",42,736.695925142927,0.232102206894543,0.0814174620913405,2.85076691083974,0.0043613928242856,0.231798132586129,597.613041614151,618.674028384253,751.354001502247,895.564532427261,841.581487708042,715.38845922161,"n.p.","SP_RS02800","n.p","n.p.","n.p","conserved domain protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","AAA domain, putative AbiEii toxin, Type IV TA system"
"37","SP_0785",43,745.941269688633,-0.210257137631637,0.0738430766297364,-2.84735072301913,0.00440847641618492,0.231798132586129,830.785760163025,806.543628626592,809.381341165536,725.910228715139,645.905133570164,657.121525891343,"SPD_0686","SP_RS03835","SPT_RS07035","SPT_1415","SPD_RS03645","conserved hypothetical protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, RND-adapter-like protein"
"38","SP_1034",44,1336.16668652006,0.211975920033033,0.0753739721186377,2.81232253090477,0.00491851568015715,0.231798132586129,1093.32096919583,1231.9495050374,1311.61797066504,1529.89146444825,1573.20325428551,1277.01695548835,"SPD_0917","SP_RS05130","SPT_RS05370","SPT_1084","SPD_RS04895","iron-compound ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","iron ABC transporter permease"
"39","SP_1078",45,780.139961630447,-0.221945978979173,0.078811674125127,-2.81615612715949,0.00486020414130438,0.231798132586129,890.374343792182,817.340732088795,866.40820945532,679.367897608274,616.467097991899,810.881488846214,"SPD_0963","SP_RS05330","SPT_RS05545","SPT_1121","SPD_RS05130","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"40","SP_1903",47,2485.46318089917,0.186157756209791,0.0657361373521442,2.83189374533153,0.00462732225636803,0.231798132586129,2179.73311710133,2545.95699638755,2163.01910951779,2651.41150757174,2724.74994014116,2647.90841467546,"SPD_1706","SP_RS09565","SPT_RS09200","SPT_1848","SPD_RS09015","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"41","SP_0129",48,1135.03832192895,-0.194240062050057,0.0692944957318949,-2.80310953992052,0.00506124759558463,0.233555488004583,1254.81466685746,1263.26110507779,1168.55056425383,1108.00775344731,999.161560509342,1016.43428142799,"SPD_0136","SP_RS00655","SPT_RS00895","SPT_0176","SPD_RS00740","DNA-binding/iron metalloprotein/AP endonuclease","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,""," DNA-binding/iron metalloprotein/AP endonuclease"
"42","SP_0240",49,1753.73933892746,-0.175876933708185,0.0630393125178692,-2.78995640471699,0.00527151391354855,0.238293945275715,1955.19642516537,1885.17426450071,1792.84470132094,1654.50480257308,1587.05644749881,1647.65939250588,"SPD_0222","SP_RS01160","SPT_RS01440","SPT_0286","SPD_RS01195","phosphoglycerate mutase family protein","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"","phosphoglycerate mutase"
"43","SP_0778",50,990.254857515586,-0.213970584485964,0.0771691770576599,-2.77274674480574,0.00555853612541402,0.244801288318162,1009.5515110505,1075.39150483546,1174.55339249486,970.632808406076,777.510469096524,933.889459210111,"SPD_0678","SP_RS03795","SPT_RS07075","SPT_1423","SPD_RS03605","16S rRNA processing protein RimM","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rimM","16S rRNA-processing protein RimM"
"44","SP_1419",51,541.451703575467,-0.2172644022096,0.0785230735221794,-2.76688611976239,0.00565945209647741,0.244801288318162,622.657518791623,620.833449076694,544.256427186714,487.193111102508,486.593411617201,487.176303678065,"SPD_1249","SP_RS06960","SPT_RS04240","SPT_0855","SPD_RS06590","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Acetyltransferase, GNAT family"
"45","SP_1999",52,6768.47158260649,-0.162625087311435,0.0588821078099918,-2.76187611755024,0.00574702798760472,0.244801288318162,7382.93915138639,6812.97228465033,7400.4867498164,6058.76055425014,6196.70648922475,6758.96426631096,"SPD_1797","SP_RS10050","SPT_RS09805","SPT_1980","SPD_RS09495","catabolite control protein A","CARBOHYDRATE METABOLISM","Intracellular","GENETIC INFORMATION PROCESSING","METABOLISM",NA,"Transcription","Carbohydrate metabolism",NA,2,"ccpA","Catabolite control protein A"
"46","SP_0018",53,315.287491923244,-0.238597635241419,0.0880197111566832,-2.71072958665694,0.00671353529395077,0.249454309782568,375.667157662075,356.304414252711,347.163566606231,325.796317748056,266.673969356046,220.119525914341,"SPD_0023","SP_RS00130","SPT_RS00295","SPT_0058","SPD_RS00135","hypothetical protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING","CELLULAR PROCESSES",NA,"Transcription","Cellular community",NA,2,"comW",""
"47","SP_0263",55,6531.40963198713,-0.145115016782644,0.0542159992727616,-2.67660872674444,0.00743714308499148,0.249454309782568,7009.86280170819,6678.00849137278,7003.29961453492,6082.78240256336,6398.44361539345,6016.06086635005,"SPD_0245","SP_RS01290","SPT_RS01565","SPT_0310","SPD_RS01315","eep protein","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","eep protein"
"48","SP_0458",56,1065.03826745666,0.19824176262783,0.0742119085861098,2.67129314425064,0.00755596275481953,0.249454309782568,966.371377985889,942.587132250354,1002.472316252,1016.42445675315,1235.53166971129,1226.84265178729,"SPD_0419","SP_RS02260","SPT_RS02480","SPT_0497","SPD_RS02220","DNA polymerase IV","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"","DNA polymerase IV"
"49","SP_0477",57,222.529798889349,0.242327697488904,0.0900364683478758,2.69143939045474,0.00711444243356282,0.249454309782568,183.947366855223,153.318869163288,226.106530412127,280.004669400979,281.392987145179,210.408370359297,"SPD_0427","SP_RS02355","SPT_RS02580","SPT_0518","SPD_RS02275","6-phospho-beta-galactosidase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"","PTS system lactose-specific transporter subunit IIA"
"50","SP_0505",58,620.358816775627,0.216803398887163,0.0801077406928557,2.70639762165329,0.00680175512084243,0.249454309782568,520.752404759152,579.804455920321,575.271039765369,704.140428681283,749.804082669922,592.380488857713,"SPD_0451","SP_RS02480","n.p","n.p.","SPD_RS02390","putative type I restriction-modification system, S subunit","VARIOUS","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"hsdS","Type I restriction endonuclease S subunit"
"51","SP_0750",59,1184.85139642909,0.176564055072216,0.0656351211779649,2.69008500180071,0.00714338212271155,0.249454309782568,1109.72941976038,1090.50744968254,1094.51568261446,1246.13338124833,1270.16465274454,1298.05779252428,"SPD_0653","SP_RS03670","SPT_RS03805","SPT_0764","SPD_RS03480","branched-chain amino acid ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"livH","branched-chain amino acid ABC transporter, permease protein"
"52","SP_0988",60,3916.72780555591,-0.172588675688228,0.0650177867580973,-2.65448401574102,0.00794298026568523,0.249454309782568,4312.83169049288,4025.16017070942,4235.99579542012,3822.47661284125,3248.57380851911,3855.32875535266,"SPD_0874","SP_RS04900","SPT_RS06025","SPT_1216","SPD_RS04665","UDP-N-acetylglucosamine pyrophosphorylase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM","METABOLISM",NA,"Cell wall metabolism","Carbohydrate metabolism",NA,2,"glmU","bifunctional N-acetylglucosamine-1-phosphate uridyltransferase/glucosamine-1-phosphate acetyltransferase"
"53","SP_1080",61,1146.34080611223,0.222220073574098,0.0834609216731482,2.66256433692839,0.00775477435030395,0.249454309782568,1073.45810798611,955.543656404998,1020.48080097509,978.890318763745,1391.38009336093,1458.29185918251,"SPD_0965","SP_RS05340","SPT_RS05555","SPT_1123","SPD_RS05140","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"54","SP_1201",62,1335.69286084676,-0.198466378014022,0.0743076479581663,-2.67087417604382,0.0075653999590172,0.249454309782568,1494.89620669667,1426.29736735706,1431.67453548564,1284.41820199752,1041.58696472508,1335.28388881862,"SPD_1061","SP_RS05900","SPT_RS05060","SPT_1025","SPD_RS05630","serine/threonine protein phosphatase","UNKNOWN",NA,"METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Phosphatase"
"55","SP_1202",63,3062.40201909357,-0.165394275017148,0.0623603053340291,-2.65223645284005,0.00799605236774823,0.249454309782568,3248.87321178098,3323.3484456662,3231.52253642111,3108.57730828272,2718.68916811034,2743.40144430007,"SPD_1062","SP_RS05905","SPT_RS05055","SPT_1024","SPD_RS05635","DNA repair protein RecN","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"RecN","DNA repair protein ATPase"
