"","Gene","X","baseMean","Value","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC60min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC60min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC60min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX60min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX60min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX60min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"19","SP_0004",21,3677.61416360921,0.894558232183919,0.0763996154443099,11.7089363209687,1.14709627647992e-31,1.11541456979619e-29,2531.82411621922,2492.12792788872,2626.29959005274,4953.70492389842,4345.29016624817,5116.43825734796,"SPD_0004","SP_RS00020","SPT_RS00200","SPT_0038","SPD_RS00020","GTP-dependent nucleic acid-binding protein","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"ychF","GTP-dependent nucleic acid-binding protein EngD"
"20","SP_0033",22,1917.59372111748,0.947724609201872,0.0813537213980602,11.6494315553765,2.30994501757985e-31,2.1440489663173e-29,1244.22695966965,1368.37699108,1272.96996819663,2472.37082299514,2767.94225249666,2379.67533226679,"SPD_0039","SP_RS00200","SPT_RS00360","SPT_0071","SPD_RS00205","conserved hypothetical protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"",""
"21","SP_0078",23,4690.48628059526,0.790693004416682,0.0687239136773998,11.5053547172577,1.23978567481874e-30,1.10071406433908e-28,3431.22246135185,3418.21227620144,3395.80415236768,5608.0242111926,6329.10850392797,5960.54607853004,"SPD_0076","SP_RS00405","SPT_RS00560","SPT_0111","SPD_RS00405","potassium uptake protein, Trk family","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkG","Trk family potassium uptake protein"
"22","SP_0056",24,5110.59531831775,0.811788457598737,0.0706613273457206,11.4884405387256,1.50809736545174e-30,1.28313950843852e-28,3578.39673600992,3815.72961439228,3664.88723507591,6106.9800147457,6570.26073304959,6927.31757663308,"SPD_0062","SP_RS00320","SPT_RS00480","SPT_0094","SPD_RS00330","adenylosuccinate lyase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"purB","adenylosuccinate lyase"
"23","SP_0032",25,7707.66936371583,0.682942371249518,0.0608810250399392,11.217655596329,3.34007757078606e-29,2.72817535981806e-27,5771.79111919899,6050.12652081661,5858.34050882649,9483.14802681157,9579.35521466788,9503.25479197343,"SPD_0038","SP_RS00195","SPT_RS00355","SPT_0070","SPD_RS00200","DNA polymerase I","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Replication",NA,NA,1,"polA","DNA polymerase I"
"24","SP_2223",26,1681.09316628996,0.99831196822365,0.0902970424737421,11.0558656283117,2.05346278660485e-28,1.61275808086427e-26,1079.27801415916,1175.07872498171,1066.59176675299,2402.15847938138,1956.5180853264,2406.93392713812,"SPD_2050","SP_RS11350","SPT_RS11085","SPT_2241","SPD_RS10755","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"25","SP_2030",27,7578.95002710136,0.710143485087707,0.0648391461401051,10.9523879841542,6.47185632287843e-28,4.89464096715472e-26,5531.47756927422,5617.66260344416,6014.79831936047,9628.05435299316,9447.40399495982,9234.30332257634,"SPD_1839","SP_RS10265","SPT_RS07720","SPT_1555","SPD_RS09710","transketolase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"recP","transketolase"
"26","SP_0011",28,1392.52648497584,0.857978641860729,0.0785880875444447,10.9174134231923,9.51674975663757e-28,6.94042964394783e-26,961.965186533164,1036.38448885469,950.313783048754,1812.07601709553,1733.56602444037,1860.85340988255,"SPD_0011","SP_RS00055","SPT_RS00235","SPT_0045","SPD_RS00055","tRNA(Ile)-lysidine synthetase","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"tilS"," tRNA(Ile)-lysidine synthetase "
"27","SP_0149",29,2366.6572665816,0.774655405646902,0.0711304042077876,10.8906369122262,1.2774373741603e-27,8.99492109667355e-26,1771.06820373549,1754.97352327659,1682.07365955394,2963.85722829146,2901.41015289101,3126.56083174114,"SPD_0151","SP_RS00770","SPT_RS01000","SPT_0196","SPD_RS00835","lipoprotein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"",""
"28","SP_2210",30,949.264677150873,0.975005027636963,0.0909672834734616,10.7181943926182,8.36197747488447e-27,5.69171933457136e-25,654.107887369188,614.841377476489,623.396101115903,1142.81793328778,1380.17942453258,1280.2453391233,"SPD_2037","SP_RS11285","SPT_RS11020","SPT_2228","SPD_RS10690","cysteine synthase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"",""
"29","SP_0027",31,3983.02259167692,0.856184818624492,0.0799604973301122,10.7075974664062,9.37635739191293e-27,6.17629735299555e-25,2931.3987169817,2510.69329807895,2978.78625269542,4910.38241400908,5114.24727420204,5452.62759409432,"SPD_0033","SP_RS00175","SPT_RS00335","SPT_0066","SPD_RS00180","ribose-phosphate pyrophosphokinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"prsA","ribose-phosphate pyrophosphokinase"
"30","SP_0010",32,1651.12520136556,0.796480360623807,0.0745604652600984,10.682341611541,1.2312608590688e-26,7.85698335693275e-25,1230.00722298771,1223.13027135643,1142.68992362749,2089.93763224786,2079.36922091667,2141.61693705721,"SPD_0010","SP_RS00050","SPT_RS00230","SPT_0044","SPD_RS00050","conserved domain protein","PEPTIDOGLYCAN","Cell Wall","METABOLISM",NA,NA,"Antibiotic response/sensing",NA,NA,1,"penP",""
"31","SP_0026",33,1651.83927779797,0.842038769878633,0.0799246667466086,10.5354054530901,5.93270646484108e-26,3.67108684885015e-24,1198.01281545335,1201.28865936792,1115.90337240767,2167.6193741184,2249.23745778221,1978.9739876583,"SPD_0031","SP_RS00170","SPT_RS00330","SPT_0065","SPD_RS00170","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"32","SP_0148",34,3133.98947545629,0.694930139187444,0.0662348765521004,10.4919066111765,9.41098911982746e-26,5.65212934784932e-24,2314.26214498555,2398.20899633814,2433.31466421901,3837.77682433505,3893.31932173091,3927.05490112909,"SPD_0150","SP_RS00765","SPT_RS00995","SPT_0195","SPD_RS00830","ABC transporter, substrate-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter, substrate-binding protein"
"33","SP_2057",35,5081.85813122498,0.644415822712181,0.0636208391712366,10.1290053873343,4.1080669986338e-24,2.39676366034578e-22,3973.70541576782,3981.72586550494,3891.35534993442,6075.60854206721,6429.20942922374,6139.54418485175,"SPD_1867","SP_RS10400","SPT_RS10160","SPT_2052","SPD_RS09845","conserved hypothetical protein","UNKNOWN","Membrane","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"oaTA"," peptidoglycan O-acetyltransferase OatA"
"34","SP_0057",36,965.382739731286,0.825722467961419,0.0831556576338318,9.9298411131256,3.08747117144728e-23,1.75128225891537e-21,717.385715603816,673.81372984546,675.751633045558,1245.89562923139,1275.52845717791,1203.92127348358,"SPD_0063","SP_RS00325","SPT_RS00485","SPT_0095","SPD_RS00335","beta-N-acetylhexosaminidase","CARBOHYDRATE METABOLISM","Cell Wall","METABOLISM",NA,NA,"Cell wall metabolism",NA,NA,1,"","beta-N-acetylhexosaminidase"
"35","SP_2221",37,1611.39426703944,0.785449828529923,0.0806768915550819,9.73574729256469,2.12251814131693e-22,1.17140055258626e-20,1153.93163173934,1152.14503239378,1213.30901320703,2170.60713342111,1873.10064757993,2105.27214389544,"SPD_2048","SP_RS11340","SPT_RS11075","SPT_2239","SPD_RS10745","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO1","cobalt transporter ATP-binding subunit"
"36","SP_2222",38,986.652841793494,0.892972730959093,0.0922082670957564,9.68430227662514,3.51601012629831e-22,1.88939280997399e-20,712.408807765137,688.01077763799,646.52994080575,1377.35703855077,1148.12727952875,1347.48320647257,"SPD_2049","SP_RS11345","SPT_RS11080","SPT_2240","SPD_RS10750","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase","CARBOHYDRATE METABOLISM","Membrane","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"pgsA","CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase"
"37","SP_2100",39,9290.87800913882,0.58311108390964,0.0602511798234821,9.67800274812842,3.73949680599792e-22,1.95796217380712e-20,7480.29248153394,7402.12230290523,7360.82251815662,11280.2852473935,10873.0838400814,11348.6616647622,"SPD_1926","SP_RS10695","SPT_RS10445","SPT_2109","SPD_RS10135","tyrosyl-tRNA synthetase","AMINO ACID METABOLSIM","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"",""
"38","SP_0022",40,971.834577776137,0.851153640609943,0.0892574345027632,9.53594112749895,1.48532144314578e-21,7.58256596725923e-20,720.229662940204,688.01077763799,648.356296570738,1342.99780656957,1155.71068296025,1275.70223997808,"SPD_0028","SP_RS00150","SPT_RS00315","SPT_0062","SPD_RS00155","conserved hypothetical protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"39","SP_2113",41,3060.854850154,0.63866696396846,0.0673274175552579,9.48598635086939,2.4010147018656e-21,1.19582244419745e-19,2292.22155312855,2397.11691573871,2459.49243018383,3752.62568420773,3749.23465653246,3714.43786113274,"SPD_1940","SP_RS10775","SPT_RS10515","SPT_2121","SPD_RS10215","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"40","SP_0037",42,2149.23518827381,0.836747891940624,0.0882406453153917,9.48256768691912,2.48101524692181e-21,1.20624598433675e-19,1503.02616728094,1445.9147136392,1629.10934236929,2780.1100311746,2461.57275386415,3075.67812131466,"SPD_0043","SP_RS00225","SPT_RS00380","SPT_0075","SPD_RS00225","fatty acid/phospholipid synthesis protein PlsX","LIPOPROTEIN","Intracellular","METABOLISM",NA,NA,"Lipid metabolism",NA,NA,1,"plsX","glycerol-3-phosphate acyltransferase PlsX"
"41","SP_2188",43,1941.72105387015,0.703603359952258,0.0751371086853508,9.36425918248618,7.65856511338644e-21,3.63692789803142e-19,1523.64478546975,1400.04732846334,1474.47788760031,2493.28513811413,2464.60611523675,2294.26506833664,"SPD_2015","SP_RS11175","SPT_RS10895","SPT_2203","SPD_RS10580","chaperonin, 33 kDa","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"hslO","Chaperonin (heat shock protein 33)"
"42","SP_0103",44,7116.64589268439,0.606470699081264,0.0664999345630091,9.11986911064746,7.52151143914012e-20,3.49066508152821e-18,5500.90513540805,5872.11738311027,5487.59028853393,8890.07780522301,8199.1757901353,8750.00895369577,"SPD_0099","SP_RS00520","SPT_RS00690","SPT_0137","SPD_RS00520","putative capsular polysaccharide biosynthesis protein","CAPSULE","Capsule","METABOLISM",NA,NA,"Capsule metabolism",NA,NA,1,""," Capsular polysaccharide biosynthesis protein"
"43","SP_0012",45,1771.07656175781,0.713963117942269,0.0786056121225342,9.08285170312406,1.0576667211695e-19,4.79945654361806e-18,1360.11781362745,1297.39175211735,1339.93634624619,2234.84395842944,2039.93552307288,2354.23397705356,"SPD_0012","SP_RS00060","SPT_RS00240","SPT_0046","SPD_RS00060","hypoxanthine-guanine phosphoribosyltransferase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"HptA","Hypoxanthine-guanine phosphoribosyltransferase"
"44","SP_0868",47,3331.13542057635,-0.69285527948937,0.0775414347053166,-8.93529094634954,4.06108155014873e-19,1.75652653405411e-17,4367.59212185752,3742.56021423078,4289.50090670181,2491.79125846278,2467.63947660935,2627.72854559586,"SPD_0763","SP_RS04275","SPT_RS06625","SPT_1333","SPD_RS04050","conserved hypothetical protein","UNKNOWN",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufD","Fe-S cluster assembly scaffold protein sufD"
"45","SP_0871",48,2249.27269122015,-0.734480576010124,0.0822168261743848,-8.93345815189052,4.12895561383923e-19,1.75652653405411e-17,3024.5379922484,2639.55880881114,2799.1946024716,1734.39427522499,1762.38295748006,1535.56751108472,"SPD_0766","SP_RS04290","SPT_RS06610","SPT_1330","SPD_RS04065","conserved hypothetical protein","UNKNOWN",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufB","Iron-sulfur cluster assembly protein SufB"
"46","SP_2220",49,1403.72786742266,0.848868314993737,0.0952878820237278,8.90846030959486,5.17461538009945e-19,2.15644175635981e-17,1055.10446179986,922.808106514447,988.667254113502,1952.50070432305,1556.11438414333,1947.17229364175,"SPD_2047","SP_RS11335","SPT_RS11070","SPT_2238","SPD_RS10740","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO2","cobalt transporter ATP-binding subunit"
"47","SP_2218",50,1286.76034799613,0.755357036366947,0.0850483582138871,8.88150050430496,6.5964437530156e-19,2.69398762873157e-17,1018.84413326092,919.531864716171,908.30760045403,1688.08400603294,1503.03056012284,1682.76392338988,"SPD_2045","SP_RS11325","SPT_RS11060","SPT_2236","SPD_RS10730","rod shape-determining protein MreC","CELL DIVISION","Membrane","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"mreC","rod shpae-determining protein"
"48","SP_0766",51,3606.27478249284,-0.577802365789921,0.0652846417995494,-8.85050985749468,8.71203678948602e-19,3.48823120080989e-17,4249.56830739743,4358.49367230669,4382.0362654612,2948.91843177789,2825.57611857604,2873.0558994378,"SPD_0667","SP_RS03740","SPT_RS03875","SPT_0779","SPD_RS03550","superoxide dismutase, manganese-dependent","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"sodA","superoxide dismutase, manganese-dependent"
"49","SP_0869",52,2600.55306430564,-0.714055748311425,0.0818714866691011,-8.72166583706261,2.74138356866581e-18,1.07652023984915e-16,3501.61015792745,2903.84231387209,3331.8817005931,2025.70080723952,1886.75077375662,1953.53263244506,"SPD_0764","SP_RS04280","SPT_RS06620","SPT_1332","SPD_RS04055","aminotransferase, class-V","AMINO ACID METABOLSIM",NA,"METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"sufS","cysteine desulfurases"
"50","SP_0024",53,892.969232599328,0.790335427838111,0.0916699854465809,8.62152888961312,6.60660125408062e-18,2.5454112756288e-16,655.529861037382,609.380974479362,675.751633045558,1165.22612805813,1034.37622805628,1217.55057091925,"SPD_0030","SP_RS00160","SPT_RS00325","SPT_0064","SPD_RS00165","conserved hypothetical protein","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"",""
"51","SP_1179",55,11139.7289033645,0.52131257436202,0.0614798282351577,8.47940843894394,2.26341789086601e-17,8.40345333299708e-16,9023.13391152431,9195.3186471617,9147.60724156987,12632.2463318712,13327.073190514,13512.9940975455,"SPD_1042","SP_RS05810","SPT_RS05160","SPT_1044","SPD_RS05540","ribonucleoside-diphosphate reductase 2, alpha subunit","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"nrdE"," Ribonucleoside-diphosphate reductase (EC 1.17.4.1)"
"52","SP_1472",56,1338.0017731384,-0.810012856143207,0.0974117822965158,-8.31534786703291,9.14835290899166e-17,3.33588154288589e-15,1539.99748265398,1965.74507896569,1651.02561154915,881.388994300382,976.742361976902,1013.1111093843,"SPD_1302","SP_RS07235","SPT_RS03995","SPT_0803","SPD_RS06845","putative oxidoreductase","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Oxidoreductase"
"53","SP_0079",57,2884.20605040838,0.640325115907043,0.0772491864086058,8.28908556421649,1.14122428624501e-16,4.08838595177599e-15,2199.79326469594,2267.15932440709,2259.20208129015,3600.24995976936,3192.61284466053,3786.21882762724,"SPD_0077","SP_RS00410","SPT_RS00565","SPT_0112","SPD_RS00410","potassium uptake protein, Trk family","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkA","Trk family potassium uptake protein"
"54","SP_2229",58,2498.73515714005,0.698295622671738,0.0843051278461096,8.28295550356563,1.20155326517185e-16,4.23029615082916e-15,1787.42090091972,2034.54615672948,1854.96867197281,3159.55546261917,2792.20914347745,3363.71060712168,"SPD_2056","SP_RS11380","SPT_RS11115","SPT_2247","SPD_RS10785","tryptophanyl-tRNA synthetase","AMINO ACID METABOLSIM","Membrane","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"trpS","tryptophanyl-tRNA synthetase II"
