"","Gene","X","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.NDC20min.c","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.a","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.b","X.ExpOut.180706_NS500751_0080_AHJGYHBGX5.Out.Rep.Bams.WT4.LVX20min.c","D39.old","TIGR4.new","TAIWAN.19F.new","TAIWAN.19F.old","D39.new","GENE.DESCRIPTION","GENE.CATEGORY","Location.Tag","Tag1","Tag2","Tag3","Category1","Category2","Category3","No..of.Categories","Gene.Name","Gene.Description"
"11","SP_0189",12,4137.95605657975,0.266299837956131,0.0519856766537087,5.12256173426442,3.01412365223526e-07,3.9434784450078e-05,3735.035773295,3767.97393882156,3682.26334680235,4682.51011271829,4475.53387514178,4484.41929269952,"SPD_0178","SP_RS00930","SPT_RS01210","SPT_0240","SPD_RS00965","transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"spxA"," transcriptional regulator Spx"
"12","SP_1722",13,2913.54539627024,-0.29906433592709,0.0598395274467248,-4.99777235362273,5.79963934802991e-07,7.00417982800535e-05,3364.95312798101,3270.10702633931,3100.07130627711,2748.29810541554,2490.61952512702,2507.22328648144,"SPD_1532","SP_RS08520","SPT_RS08260","SPT_1660","SPD_RS08090","PTS system IIABC components","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Carbohydrate metabolism",NA,2,"","PTS system, glucose/sucrose specific IIB subunit"
"13","SP_2229",14,2202.29337296672,0.286473847089015,0.0596212363448976,4.80489611842026,1.54831873629101e-06,0.000173632886855492,1862.85297935363,1983.85321479692,2038.34753863711,2419.02754960317,2394.13063311242,2515.5483222971,"SPD_2056","SP_RS11380","SPT_RS11115","SPT_2247","SPD_RS10785","tryptophanyl-tRNA synthetase","AMINO ACID METABOLSIM","Membrane","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"trpS","tryptophanyl-tRNA synthetase II"
"14","SP_0868",16,1858.2341999306,-0.300024397466876,0.0647312806590822,-4.63492139213192,3.57073143139386e-06,0.000350378021705523,2033.899580129,2170.11401264323,2014.03325388199,1531.20908776551,1646.34171999922,1753.80754516466,"SPD_0763","SP_RS04275","SPT_RS06625","SPT_1333","SPD_RS04050","conserved hypothetical protein","UNKNOWN",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufD","Fe-S cluster assembly scaffold protein sufD"
"15","SP_2134",17,4075.03538192349,0.301585644575633,0.0675488673836846,4.46470320312842,8.0179820295731e-06,0.000740484222731163,3860.46994719694,3586.98467298977,3317.54907547563,4684.53017747787,4086.13227522569,4914.54614317503,"SPD_1963","SP_RS10890","SPT_RS10630","SPT_2146","SPD_RS10325","ribosomal protein L32","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpmF","50S ribosomal protein L32"
"16","SP_0203",18,405.030617112672,-0.393166067598568,0.0888358671929005,-4.42575819904856,9.61041278901086e-06,0.000838241559930391,418.805010383342,492.009654688343,524.10791583247,351.491268167809,320.480962762799,323.288890841271,"SPD_0188","SP_RS00985","SPT_RS01265","SPT_0251","SPD_RS01020","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"17","SP_0004",19,2946.06582051223,0.250688688947057,0.0568098639587342,4.41276692950988,1.02057846928388e-05,0.000843320103566157,2559.47913523879,2721.86769682944,2720.49830537782,3107.86963262169,3318.52867893092,3248.15147407474,"SPD_0004","SP_RS00020","SPT_RS00200","SPT_0038","SPD_RS00020","GTP-dependent nucleic acid-binding protein","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"ychF","GTP-dependent nucleic acid-binding protein EngD"
"18","SP_0441",20,20298.9873686474,0.297404190589312,0.068452587825105,4.34467417578389,1.39482535612911e-05,0.00104279800434414,16121.9196076281,19251.6349170196,18346.4786413315,21747.0071693135,20853.6617866568,25473.2220899352,"SPD_0401","SP_RS02175","SPT_RS02395","SPT_0478","SPD_RS02135","ribosomal protein L28","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpmB","50S ribosomal protein L28"
"19","SP_0871",21,1778.78126438366,-0.274891908404544,0.0632331273086649,-4.34727681682882,1.37838211745938e-05,0.00104279800434414,1993.4703835821,2021.33966467794,1881.65548132637,1523.12882872717,1564.49846337969,1688.5947646087,"SPD_0766","SP_RS04290","SPT_RS06610","SPT_1330","SPD_RS04065","conserved hypothetical protein","UNKNOWN",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufB","Iron-sulfur cluster assembly protein SufB"
"20","SP_2224",22,3052.90626452955,0.23046903805667,0.0533222840386218,4.32218991012725,1.54488122640495e-05,0.00110248342066172,2750.22201125497,2793.91196769452,2827.21099958082,3295.73565526311,3306.4675674291,3343.88938595478,"SPD_2051","SP_RS11355","SPT_RS11090","SPT_2242","SPD_RS10760","peptidase, M16 family","UNKNOWN","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Folding, sorting, degradation",NA,NA,1,"","M16 family peptidase"
"21","SP_1502",23,664.158270982335,-0.3272950805081,0.0761359520801109,-4.29882429477886,1.71706524176305e-05,0.00117208366502956,785.777717501419,732.742950017996,742.936478628501,588.84887741906,550.503589261905,584.140013065129,"SPD_1330","SP_RS07395","SPT_RS07150","SPT_1439","SPD_RS07005","amino acid ABC transporter, permease protein","TRANSPORT","Membrane","METABOLISM","ENVIRONMENTAL INFORMATION PROCESSING",NA,"Amino acid metabolism","Membrane transport",NA,2,"","Amino acid ABC transporter, premease component"
"22","SP_2022",24,493.556622373009,-0.368246646890307,0.0861853207440806,-4.27273048021463,1.93093798223848e-05,0.00126315526338101,655.160313272951,523.053120996059,547.071406990078,417.143372854325,404.047235311164,414.864284813476,"SPD_1831","SP_RS10230","SPT_RS09995","SPT_2018","SPD_RS09675","PTS system, IIC component","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"celB","PTS system, cellobiose-specific IIC component"
"23","SP_0726",25,662.082471683082,-0.345839035112065,0.0819665027059049,-4.21927279675373,2.45091573715594e-05,0.00153917508293393,759.861565868786,832.316332514446,683.501560338221,594.909071697815,517.766286614092,584.140013065129,"SPD_0632","SP_RS03555","SPT_RS03700","SPT_0742","SPD_RS03375","phosphomethylpyrimidine kinase","AMINO ACID METABOLSIM","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"thiD","bifunctional hydroxy-methylpyrimidine kinase/ hydroxy-phosphomethylpyrimidine kinase"
"24","SP_1001",26,1472.43341754019,-0.277781098340299,0.0661045526946382,-4.20214776467022,2.64394450940532e-05,0.00159653572298706,1746.74862003943,1562.71637941488,1591.2348578625,1278.70099281737,1362.0440917419,1293.15556336508,"SPD_0887","SP_RS04965","SPT_RS05950","SPT_1200","SPD_RS04730","amino acid permease family protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING","METABOLISM",NA,"Membrane transport","Amino acid metabolism",NA,2,"","amino acid permease"
"25","SP_0867",27,1065.00574339906,-0.303931259115845,0.0726143617344928,-4.18555299332024,2.84472688455529e-05,0.00160378007740919,1218.05912673373,1253.45316789649,1109.00154355273,883.778332318486,911.475426352262,1014.26686354064,"SPD_0762","SP_RS04270","SPT_RS06630","SPT_1334","SPD_RS04045","ABC transporter, ATP-binding protein","TRANSPORT",NA,"METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"sufC","Fe-S cluster assembly ATPase SufC"
"26","SP_1802",28,2451.93674158848,-0.313818395885856,0.0749987104954335,-4.1843172210936,2.86024472404187e-05,0.00160378007740919,2666.25367996524,2420.80464622252,3225.6951108452,2212.98094412549,2136.539751752,2049.34631662042,"SPD_1588","SP_RS08945","SPT_RS08585","SPT_1726","SPD_RS08395","hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"27","SP_2221",29,1648.24582310128,0.2546273112863,0.0631713199321908,4.03074229823947,5.56009785734672e-05,0.00301012194346012,1483.44051945189,1551.58758960645,1419.68407097919,1785.73724747324,1884.11791817807,1764.90759291887,"SPD_2048","SP_RS11340","SPT_RS11075","SPT_2239","SPD_RS10745","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"cbiO1","cobalt transporter ATP-binding subunit"
"28","SP_1249",30,3875.00716147245,-0.226103340635106,0.0575177196670478,-3.93102059580853,8.45860246987595e-05,0.00428387286377588,4110.30164893552,4319.72762300777,4191.51253306225,3764.39067948685,3531.3211461417,3332.78933820057,"SPD_1107","SP_RS06125","SPT_RS04835","SPT_0979","SPD_RS05860","guanosine monophosphate reductase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"GuaC","GMP reductase"
"29","SP_2223",31,1793.2435359822,0.23683630803466,0.0602472617959524,3.93107173628548,8.45680317806113e-05,0.00428387286377588,1687.65979431703,1625.97476358909,1579.07771548494,1979.66346439341,1973.71474647735,1913.37073163138,"SPD_2050","SP_RS11350","SPT_RS11085","SPT_2241","SPD_RS10755","conserved hypothetical protein","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"30","SP_0205",32,224.369300060915,-0.38199490442989,0.0978771863366777,-3.90279817725762,9.50869872074549e-05,0.00466520530986575,260.198162391631,240.733295329653,312.033321023971,192.916184540378,176.609132705306,163.725704374549,"SPD_0190","SP_RS00995","SPT_RS01275","SPT_0253","SPD_RS01030","anaerobic ribonucleoside-triphosphate reductase activating protein","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"","Anaerobic ribonucleoside-triphosphate reductase-activating protein (EC 1.97.1.-)"
"31","SP_2227",33,2598.74434083381,0.220278046127922,0.0574858963469849,3.83186242410353,0.000127176853856201,0.00605053516831018,2394.65241085525,2350.51755269562,2405.76339715884,2747.28807303575,2956.69533387615,2737.54927738123,"SPD_2054","SP_RS11370","SPT_RS11105","SPT_2245","SPD_RS10775","DNA replication and repair protein RecF","DNA TURNOVER","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"DNA repair and editing",NA,NA,1,"recF","Recombinational DNA repair ATPase RecF"
"32","SP_0027",35,1777.18971723763,0.247075730915343,0.0663108715038808,3.72602146996187,0.000194525842340045,0.00872587349925343,1549.78586763143,1683.96161574879,1573.67454109492,1822.09841314577,1924.60879250563,2109.00907329928,"SPD_0033","SP_RS00175","SPT_RS00335","SPT_0066","SPD_RS00180","ribose-phosphate pyrophosphokinase","NUCLEOTIDE METABOLSIM","Intracellular","METABOLISM",NA,NA,"Nucleotide metabolism",NA,NA,1,"prsA","ribose-phosphate pyrophosphokinase"
"33","SP_0204",36,151.037966267928,-0.375882897314488,0.101376317915426,-3.7077978865643,0.000209069413015045,0.00906171532925808,172.08324684068,186.846523625692,198.566658833436,136.354371271995,118.026591125009,94.3504059107571,"SPD_0189","SP_RS00990","SPT_RS01270","SPT_0252","SPD_RS01025","acetyltransferase, GNAT family","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","acetyltransferase"
"34","SP_0247",37,213.800986493469,-0.36077339481122,0.0974427039493743,-3.70241567802406,0.000213556348523917,0.00906171532925808,267.454684848768,236.633214873917,262.053957916235,176.755666463697,188.670244207132,151.238150651067,"SPD_0231","SP_RS01200","SPT_RS01485","SPT_0295","SPD_RS01240","transcriptional regulator","REGULATOR","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Transcription",NA,NA,1,"","transcriptional regulator"
"35","SP_0022",38,1268.63570824686,0.268791310896296,0.0738979406784908,3.63733154710943,0.000275477240302173,0.0113815596651161,1186.95974477457,1205.42365398644,991.482500569673,1377.68416603704,1501.60838197731,1348.65580213612,"SPD_0028","SP_RS00150","SPT_RS00315","SPT_0062","SPD_RS00155","conserved hypothetical protein","UNKNOWN","Intracellular","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"36","SP_1567",39,1615.02353088527,0.253217905687254,0.0697762988884863,3.62899594448161,0.000284525710082322,0.0114539837135704,1508.32002501921,1489.50065699102,1349.44280390886,1770.58676177635,1632.55759256856,1939.73334504763,"SPD_1397","SP_RS07725","SPT_RS07495","SPT_1507","SPD_RS07355","endoribonuclease L-PSP","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"","Endoribonuclease L-PSP"
"37","SP_0715",40,2214.29398086753,-0.246392136414951,0.0690900737561846,-3.56624509165321,0.000362132714979594,0.0138670332321454,2322.08718628388,2536.77835054192,2426.02530112143,1975.62333487424,1799.69013766529,2225.55957471845,"SPD_0621","SP_RS03500","SPT_RS03645","SPT_0731","SPD_RS03320","lactate oxidase","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"lctO-2","lactate oxidase"
"38","SP_2017",41,324.698463739347,-0.335972447501654,0.0940564039513866,-3.57203160430525,0.000354222651279111,0.0138670332321454,417.768364318037,363.149983222348,357.960303339187,274.728807303575,308.419851260973,226.163472991962,"SPD_1827","SP_RS10210","SPT_RS09975","SPT_2014","SPD_RS09655","membrane protein","UNKNOWN","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","dicarboxylate carrier protein MatC"
"39","SP_0013",42,12140.6013990114,0.191296877052618,0.054076710604755,3.53750949185503,0.000403919667258003,0.0148852049772851,10999.8513989546,11856.8469522097,10945.4805205941,12819.3309643271,12492.7269919983,13729.3715659844,"SPD_0013","SP_RS00065","SPT_RS00245","SPT_0047","SPD_RS00065","cell division protein FtsH","PROTEIN TURNOVER","Cell Wall","CELLULAR PROCESSES",NA,NA,"Cell division",NA,NA,1,"FtsH","cell division protein FtsH"
"40","SP_0869",43,1685.82759721438,-0.256044407698191,0.0724300217063735,-3.53505910485818,0.000407683957976599,0.0148852049772851,1847.30328837405,1929.38071731357,1796.55548468347,1364.55374509974,1452.50242800559,1724.66991980987,"SPD_0764","SP_RS04280","SPT_RS06620","SPT_1332","SPD_RS04055","aminotransferase, class-V","AMINO ACID METABOLSIM",NA,"METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"sufS","cysteine desulfurases"
"41","SP_2016",45,428.254004477005,-0.304517272579905,0.0868599038442479,-3.50584399823821,0.000455161909858467,0.0158800932995065,542.165892154673,460.380462601235,460.620616749671,374.722012903038,383.371044165176,348.263998288236,"SPD_1826","SP_RS10205","SPT_RS09970","SPT_2013","SPD_RS09650","nicotinate-nucleotide pyrophosphorylase","VARIOUS METABOLISM AND BIOSYNTHESIS","Intracellular","METABOLISM",NA,NA,"Cofactor and vitamin metabolism",NA,NA,1,"nadC","Quinolinate phosphoribosyltransferase"
"42","SP_0010",46,1910.81775640379,0.228427173650585,0.0664270677542005,3.43876647537465,0.00058437109103451,0.0199448394113952,1756.07843462718,1669.31847126402,1795.20469108596,1886.74048545249,2166.69253050656,2190.87192548655,"SPD_0010","SP_RS00050","SPT_RS00230","SPT_0044","SPD_RS00050","conserved domain protein","PEPTIDOGLYCAN","Cell Wall","METABOLISM",NA,NA,"Antibiotic response/sensing",NA,NA,1,"penP",""
"43","SP_0368",47,676.475947504834,-0.2607630757146,0.0764724522941971,-3.40989556227932,0.000649877603186286,0.0217086773830313,760.898211934091,739.771659370687,745.638065823514,599.959233596778,566.010732621396,646.577781682542,"SPD_0335","SP_RS01795","SPT_RS02075","SPT_0411","SPD_RS01785","cell wall surface anchor family protein","VARIOUS","Cell Wall","CELLULAR PROCESSES","CELLULAR PROCESSES",NA,"Structural proteins","Cell community",NA,2,"","cell wall surface anchor family protein"
"44","SP_0977",48,2923.90011709787,0.188344857679596,0.0555472859978853,3.39071215264713,0.000697112763320198,0.0228013966335982,2795.8344381284,2697.26721409502,2654.30941910001,3056.35798125227,3110.90525950663,3228.72639050488,"SPD_0864","SP_RS04845","SPT_RS06080","SPT_1226","SPD_RS04610","tellurite resistance protein TehB","VARIOUS","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"tehB","tellurite resistance protein TehB"
"45","SP_0079",49,2771.63401598682,0.201159603541894,0.05957725472754,3.37644969480117,0.000734277980784846,0.023526865914943,2713.93939896928,2405.57577595836,2563.80624806708,2996.76607084451,3035.95406660243,2913.76253547926,"SPD_0077","SP_RS00410","SPT_RS00565","SPT_0112","SPD_RS00410","potassium uptake protein, Trk family","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"TrkA","Trk family potassium uptake protein"
"46","SP_0034",50,4012.1417291501,0.201965282278661,0.0603530676510892,3.34639629995702,0.000818692955953904,0.0252029008009339,3689.42334642157,3725.21595692602,3697.12207637492,4328.99877979089,4669.37316713541,3962.7170482518,"SPD_0040","SP_RS00210","SPT_RS00365","SPT_0072","SPD_RS00210","membrane protein","UNKNOWN","Membrane","HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"",""
"47","SP_0894",51,4900.82825281691,-0.169228242536249,0.0505658885069558,-3.34668780739352,0.000817832590177211,0.0252029008009339,5253.72225896727,5137.98653681683,5234.32519033717,4489.59392817791,4681.43427863723,4607.90732396507,"SPD_0787","SP_RS04410","SPT_RS06485","SPT_1305","SPD_RS04170","X-pro dipeptidyl-peptidase","TRANSCRIPTION AND TRANSLATION","Intracellular","METABOLISM",NA,NA,"Amino acid metabolism",NA,NA,1,"pepX","x-prolyl-dipeptidyl aminopeptidase"
"48","SP_0095",52,2849.29220834989,-0.269359411440995,0.0811068758342943,-3.32104286683796,0.000896817619276646,0.0270769935050833,3201.16304966277,3704.71555464734,2617.83799196734,2608.91363700417,2258.87388269909,2704.24913411861,"SPD_0091","SP_RS00480","SPT_RS00635","SPT_0125","SPD_RS00480","conserved hypothetical protein","UNKNOWN","Intracellular","METABOLISM",NA,NA,"Various metabolism",NA,NA,1,"",""
"49","SP_2230",53,2901.9066018655,0.210092879361185,0.063857774741264,3.29001253508175,0.00100182919675557,0.0296768271491743,2782.35803927943,2486.99165929369,2727.25227336535,2997.7761032243,3020.44692324294,3396.61461278726,"SPD_2057","SP_RS11385","SPT_RS11120","SPT_2248","SPD_RS10790","ABC transporter, ATP-binding protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","ABC transporter"
"50","SP_2231",54,1606.95058639319,0.204493595578731,0.0622836543927234,3.28326264045647,0.00102613016296172,0.0298337843675908,1532.16288452124,1423.89936969924,1488.57454445202,1777.6569884349,1723.87743679667,1695.53229445508,"SPD_2058","SP_RS11390","SPT_RS11125","SPT_2249","SPD_RS10795","putative ABC transporter, permease protein","TRANSPORT","Membrane","ENVIRONMENTAL INFORMATION PROCESSING",NA,NA,"Membrane transport",NA,NA,1,"","H+-transporting ATP synthase subunit c"
"51","SP_1804",55,6287.23754314714,-0.162849723476876,0.0501972799563154,-3.24419417981607,0.00117783421281569,0.0330214234664398,6660.45096958656,6479.88429740135,6860.68068173483,5921.81984272375,5806.5636801647,5994.02578727163,"SPD_1590","SP_RS08955","SPT_RS08595","SPT_1728","SPD_RS08405","putative general stress protein 24","UNKNOWN",NA,"HYPOTHETICAL/UNKNOWN",NA,NA,NA,NA,NA,1,"","general stress protein 24"
"52","SP_1993",56,21345.8300104357,0.235890020018315,0.0726698166860978,3.24605222326703,0.00117017371457034,0.0330214234664398,20997.2660527589,20990.0690302517,15912.348578625,23188.3233752775,22433.6673933959,24553.3056323053,"SPD_1790","SP_RS10015","SPT_RS09770","SPT_1973","SPD_RS09460","ribosomal protein L34","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpmH","50S ribosomal protein L34"
"53","SP_0218",57,27936.734276027,0.147261879264482,0.0455528836509856,3.23276744437882,0.00122597319942515,0.0337680337385524,26550.5790245994,26266.8725767842,26486.3608599048,28722.2907841609,30252.7136784367,29341.5887322762,"SPD_0202","SP_RS01055","SPT_RS01335","SPT_0265","SPD_RS01090","ribosomal protein S17","TRANSCRIPTION AND TRANSLATION","Intracellular","GENETIC INFORMATION PROCESSING",NA,NA,"Translation",NA,NA,1,"rpsQ","30S ribosomal protein S17"
"54","SP_1655",58,5230.49595497356,0.225848011984997,0.070673671168851,3.19564568034692,0.00139518329609459,0.0377661685322157,4777.90171499214,4933.56823980942,4548.12204280393,5224.89750066689,5268.98271036903,6629.50352119997,"SPD_1468","SP_RS08170","SPT_RS07920","SPT_1595","SPD_RS07745","phosphoglycerate mutase","CARBOHYDRATE METABOLISM","Intracellular","METABOLISM",NA,NA,"Carbohydrate metabolism",NA,NA,1,"GpmA","Phosphoglycerate mutase"
